"Sr No","Street Address","City","State","Postal Code","Country","GLM API ID","Network","AddressStatus","Correct GLM Stree Adress"
"","430 SE 192ND AVE","VANCOUVER","WA","98683","","PL0001548343","On-Net","Duplicate",""
"","1619 N DYSART RD","AVONDALE","AZ","85392","","PL0000628976","On-Net","Duplicate",""
"","5301 E. GIBSON AVENUE","FLAGSTAFF","AZ","86004","","PL0000960007","On-Net","Duplicate",""
"","6617 24TH AVE NE","MOSES LAKE","WA","98837","","PL0013829832","On-Net","Duplicate",""
"","1 SHAMROCK WAY NW","ALBUQUERQUE","NM","87120","","PL0013222617","On-Net","Duplicate",""
"","1002 SE NATIONAL DRIVE","ANKENY","IA","50021","","PL0001578468","On-Net","Duplicate",""
"","1005 GREEN ACRES RD","EUGENE","OR","97408","","PL0001082572","On-Net","Duplicate",""
"","10501 S REDWOOD RD","SOUTH JORDAN","UT","84095","","PL0001082600","On-Net","Duplicate",""
"","107 SCHOEN LANE","EASTSOUND","WA","98245","","PL0001090838","On-Net","Duplicate",""
"","10843 SE OAK STREET","MILWAUKIE","OR","97222","","PL0001082682","On-Net","Duplicate",""
"","10854 NW MYHRE PL","SILVERDALE","WA","98383","","PL0001082686","On-Net","Duplicate",""
"","1100 N ESTRELLA PKWY","GOODYEAR","AZ","85338","","PL0000548703","On-Net","Duplicate",""
"","1105 W 48TH AVENUE","DENVER","CO","80221","","PL0001083697","On-Net","Duplicate",""
"","1106 AIRPORT ROAD","PENDLETON","OR","97801","","PL0001090856","On-Net","Duplicate",""
"","111 NORTH CLOVERDALE ROAD","BOISE","ID","83713","","PL0001083514","On-Net","Duplicate",""
"","1118 OUTLET COLLECTION WAY","AUBURN","WA","98001","","PL0007735917","On-Net","Duplicate",""
"","1120 E HWY 50","CLERMONT","FL","34711","","PL0002461857","On-Net","Duplicate",""
"","1121 WALL STREET","LEWISTON","ID","83501","","PL0003724859","On-Net","Duplicate",""
"","1135 SOUTHTOWN DRIVE","WATERLOO","IA","50702","","PL0001082769","On-Net","Duplicate",""
"","11414 SOUTH 150TH STREET","OMAHA","NE","68138","","PL0035995457","On-Net","Duplicate",""
"","115 BODO DRIVE","DURANGO","CO","81303","","PL0001082944","On-Net","Duplicate",""
"","115 SALTSPRING DR","FRIDAY HARBOR","WA","98250","","PL0008287942","On-Net","Duplicate",""
"","1150 NE 1st STREET","BEND","OR","97701","","PL0003541459","On-Net","Duplicate",""
"","119 OSBORN DRIVE","DICKINSON","ND","58601","","PL0001082914","On-Net","Duplicate",""
"","119771 RICK JONES WAY","BUTTE","MT","59750","","PL0007871763","On-Net","Duplicate",""
"","1212 AIRPORT ROAD","BISMARCK","ND","58504","","PL0001090879","On-Net","Duplicate",""
"","1219 W GENEVA DR","TEMPE","AZ","85282","","PL0000329207","On-Net","Duplicate",""
"","1238 AIRPORT ROAD","BISMARCK","ND","58504","","PL0010012576","On-Net","Duplicate",""
"","12405 W. 112TH AVE","BROOMFIELD","CO","80021","","PL0010271062","On-Net","Duplicate",""
"","12475 RIVERDALE BLVD NW","COON RAPIDS","MN","55433","","PL0003542010","On-Net","Duplicate",""
"","12513 LAKE CITY WAY NE","SEATTLE","WA","98125","","PL0000809311","On-Net","Duplicate",""
"","1255 H STREET","GREELEY","CO","80631","","PL0001082949","On-Net","Duplicate",""
"","1319 N INDUSTRIAL PARK DRIVE","NOGALES","AZ","85621","","PL0001083540","On-Net","Duplicate",""
"","136 W STATE ROAD 73","SARATOGA SPRINGS","UT","84045","","PL0001547266","On-Net","Duplicate",""
"","13601 RIDGEDALE DR","MINNETONKA","MN","55305","","PL0001845581","On-Net","Duplicate",""
"","14100 BONNET CREEK RESORT LN","ORLANDO","FL","32821","","PL0000349350","On-Net","Duplicate",""
"","14222 E CEDAR AVE","AURORA","CO","80012","","PL0000957907","On-Net","Duplicate",""
"","14250 GRASSLANDS DRIVE","ENGLEWOOD","CO","80112","","PL0027278127","On-Net","Duplicate",""
"","1445 JAMIKE AVENUE","ERLANGER","KY","41018","","PL0000579465","Off-Net","Duplicate",""
"","14835 BALLANTYNE VILLAGE WAY","CHARLOTTE","NC","28277","","PL0000597024","Off-Net","Duplicate",""
"","14884 N PIMA RD","SCOTTSDALE","AZ","85260","","PL0001098021","On-Net","Duplicate",""
"","1505 EAST HARTMAN CT","OMAHA","NE","68110","","PL0000201940","On-Net","Duplicate",""
"","1505 TYLER AVENUE","KREMMLING","CO","80459","","PL0025241187","On-Net","Duplicate",""
"","1514 WEST MAIN STREET","FARMINGTON","NM","87401","","PL0001082933","On-Net","Duplicate",""
"","1525 E HARTMAN CT","OMAHA","NE","68110","","PL0001083335","On-Net","Duplicate",""
"","1528 SE BYBEE BLVD","PORTLAND","OR","97202","","PL0003541472","On-Net","Duplicate",""
"","1590 INNOVATION DRIVE","DUBUQUE","IA","52002","","PL0007915700","On-Net","Duplicate",""
"","15960 CHAMBERLIN PARKWAY","FORT MYERS","FL","33913","","PL0001083228","On-Net","Duplicate",""
"","160 W BROADWAY AVE","JACKSON HOLE","WY","83001","","PL0013951618","On-Net","Duplicate",""
"","1619 DEL PRADO BLVD S","CAPE CORAL","FL","33990","","PL0001578776","On-Net","Duplicate",""
"","1632 NORTH 2000 WEST","CLINTON","UT","84015","","PL0001547262","On-Net","Duplicate",""
"","16710 E QUINCY AVE","AURORA","CO","80015","","PL0001615232","On-Net","Duplicate",""
"","16811 BURKE ST","OMAHA","NE","68118","","PL0000209186","On-Net","Duplicate",""
"","1701 THIESSE RD","BRAINERD","MN","56401","","PL0011888705","On-Net","Duplicate",""
"","1705 WEST ARGENT ROAD","PASCO","WA","99301","","PL0001083289","On-Net","Duplicate",""
"","1767 AVIATION PL","BILLINGS","MT","59105","","PL0001082745","On-Net","Duplicate",""
"","17748 S GOLDEN RD","GOLDEN","CO","80401","","PL0003541732","On-Net","Duplicate",""
"","1777 WALKER STREET","HOUSTON","TX","77010","","PL0000931438","On-Net","Duplicate",""
"","1813 PACIFIC AVENUE","CHEYENNE","WY","82007","","PL0001083539","On-Net","Duplicate",""
"","18201 WRIGHT STREET","OMAHA","NE","68130","","PL0000621237","On-Net","Duplicate",""
"","1901 KROE LANE","SHERIDAN","WY","82801","","PL0003541696","On-Net","Duplicate",""
"","1920 S STAPLEY DR","MESA","AZ","85204","","PL0000813218","On-Net","Duplicate",""
"","1940 S VAL VISTA DR","MESA","AZ","85204","","PL0000605858","On-Net","Duplicate",""
"","19574 MOLALLA AVE","OREGON CITY","OR","97045","","PL0001315371","On-Net","Duplicate",""
"","1958 DELL RANGE BLVD","CHEYENNE","WY","82009","","PL0019073962","On-Net","Duplicate",""
"","2035 TAYLOR AVE","LOUISVILLE","CO","80027","","PL0013378048","On-Net","Duplicate",""
"","2058 SUMMIT LAKE DRIVE","TALLAHASSEE","FL","32317","","PL0008288409","On-Net","Duplicate",""
"","20750 BRINSON BOULEVARD","BEND","OR","97701","","PL0013829776","On-Net","Duplicate",""
"","2087 FEDERAL WAY","IDAHO FALLS","ID","83402","","PL0001083109","On-Net","Duplicate",""
"","209 BRIAN AVENUE","SILVERTHORNE","CO","80498","","PL0025208840","On-Net","Duplicate",""
"","21055 E RITTENHOUSE RD","QUEEN CREEK","AZ","85142","","PL0000705129","On-Net","Duplicate",""
"","2124 E GRAND AVE","LARAMIE","WY","82070","","PL0003541702","On-Net","Duplicate",""
"","21655 N LAKE PLEASANT PKWY","PEORIA","AZ","85382","","PL0000996283","On-Net","Duplicate",""
"","2189 SNELLING AVE N","ROSEVILLE","MN","55113","","PL0000715649","On-Net","Duplicate",""
"","2200 JUAN TABO BLVD NE","ALBUQUERQUE","NM","87112","","PL0003736147","On-Net","Duplicate",""
"","221 SOUTH OREGON AVENUE","PASCO","WA","99301","","PL0002467137","On-Net","Duplicate",""
"","2225 MURRAY STREET","SIOUX CITY","IA","51111","","PL0003542050","On-Net","Duplicate",""
"","23 OLD RUBY RD","NOGALES","AZ","85621","","PL0013010889","On-Net","Duplicate",""
"","2315 EDGEWOOD RD SW","CEDAR RAPIDS","IA","52404","","PL0002086045","On-Net","Duplicate",""
"","2320 ELKHORN RD","LEXINGTON","KY","40509","","PL0001320994","Off-Net","Duplicate",""
"","2320 W PEORIA AVE","PHOENIX","AZ","85029","","PL0000064493","Off-Net","Duplicate",""
"","2320 WEST AIRLINE HIGHWAY","WATERLOO","IA","50703","","PL0001083988","On-Net","Duplicate",""
"","2323 TERMINAL ROAD","ROSEVILLE","MN","55113","","PL0001083636","On-Net","Duplicate",""
"","2325 SOUTH 3200 WEST","WEST VALLEY CITY","UT","84119","","PL0000255936","On-Net","Duplicate",""
"","2349 AVIATION DRIVE","INDIANAPOLIS","IN","46241","","PL0000008853","On-Net","Duplicate",""
"","2350 EAST SAINT PATRICK STREET","RAPID CITY","SD","57703","","PL0001083333","On-Net","Duplicate",""
"","2367 VANDERBILT BEACH RD","NAPLES","FL","34109","","PL0003542256","On-Net","Duplicate",""
"","238 ALEXANDER AVENUE","AMES","IA","50010","","PL0001082776","On-Net","Duplicate",""
"","2400 E MISSOURI AVENUE","PHOENIX","AZ","85016","","PL0000037655","On-Net","Duplicate",""
"","2490 S 7600 W","MAGNA","UT","84044","","PL0037219444","On-Net","Duplicate",""
"","2503 FRANK ALBERT ROAD","TACOMA","WA","98424","","PL0001090827","On-Net","Duplicate",""
"","250397 APRON DRIVE","SCOTTSBLUFF","NE","69361","","PL0001082724","On-Net","Duplicate",""
"","2514 MAIN STREET","LONGMONT","CO","80504","","PL0001579178","On-Net","Duplicate",""
"","2535 JORIE LN NE","KEIZER","OR","97303","","PL0000448130","On-Net","Duplicate",""
"","2542 CAMINO ENTRADA","SANTA FE","NM","87507","","PL0001083244","On-Net","Duplicate",""
"","2595 COMMERCIAL ST SE","SALEM","OR","97302","","PL0003541467","On-Net","Duplicate",""
"","26 ALLEGIANCE CIRCLE","EVANSTON","WY","82930","","PL0003541695","On-Net","Duplicate",""
"","2615 SE 23RD DRIVE","LINCOLN CITY","OR","97367","","PL0001084493","On-Net","Duplicate",""
"","2622 LOCKHEED LANE","BOISE","ID","83705","","PL0001082791","On-Net","Duplicate",""
"","2650 EAST QUEEN CREEK RD","CHANDLER","AZ","85286","","PL0003541655","On-Net","Duplicate",""
"","2777 GARRETT WAY","POCATELLO","ID","83201","","PL0001083243","On-Net","Duplicate",""
"","2801 COMMERCE DR","CORALVILLE","IA","52241","","PL0007785272","On-Net","Duplicate",""
"","2801 GOODMAN ROAD","UNION GAP","WA","98903","","PL0003541427","On-Net","Duplicate",""
"","2820 B STREET NW","AUBURN","WA","98001","","PL0001084157","On-Net","Duplicate",""
"","2825 CARGO ROAD","MINNEAPOLIS","MN","55450","","PL0001083191","On-Net","Duplicate",""
"","2830 KILLPECKER DRIVE","ROCK SPRINGS","WY","82901","","PL0012436429","On-Net","Duplicate",""
"","2855 WEST LOCKHEED LANE","BOISE","ID","83705","","PL0001082793","On-Net","Duplicate",""
"","28564 WESTPORT LANE","HERMISTON","OR","97838","","PL0008288000","On-Net","Duplicate",""
"","2900 25TH STREET SOUTHEAST","SALEM","OR","97302","","PL0001083358","On-Net","Duplicate",""
"","2901 WEST 7TH STREET","SIOUX FALLS","SD","57104","","PL0001083884","On-Net","Duplicate",""
"","300 MOSSY HEAD PLAZA","DEFUNIAK SPRINGS","FL","32435","","PL0013829869","On-Net","Duplicate",""
"","3002 EAST OLD TOWER ROAD","PHOENIX","AZ","85034","","PL0001083233","On-Net","Duplicate",""
"","3023 ARMY POST ROAD","DES MOINES","IA","50321","","PL0003542053","On-Net","Duplicate",""
"","3032 W MONTAGUE AVE","NORTH CHARLESTON","SC","29418","","PL0001649224","Off-Net","Duplicate",""
"","3042 NE 45TH ST","SEATTLE","WA","98105","","PL0000128876","On-Net","Duplicate",""
"","3102 WEST WASHINGTON AVENUE","YAKIMA","WA","98903","","PL0001083413","On-Net","Duplicate",""
"","3105 TROTT AVENUE SW","WILLMAR","MN","56201","","PL0038539365","On-Net","Duplicate",""
"","3110 E FLORENCE DR","MERIDIAN","ID","83642","","PL0001316885","On-Net","Duplicate",""
"","3120 BLOSSOM DRIVE NORTHEAST","SALEM","OR","97305","","PL0001083908","On-Net","Duplicate",""
"","3225 W. WILDWOOD DR.","GRAND ISLAND","NE","68801","","PL0022459790","On-Net","Duplicate",""
"","3243 DUGGLEBY DRIVE","CODY","WY","82414","","PL0001083359","On-Net","Duplicate",""
"","3295 GREENWALD WAY N","KISSIMMEE","FL","34741","","PL0003852154","On-Net","Duplicate",""
"","3301 BUTLER ST","MILES CITY","MT","59301","","PL0002465557","On-Net","Duplicate",""
"","3330 ROOSEVELT RD","SAINT CLOUD","MN","56301","","PL0001083407","On-Net","Duplicate",""
"","3330 S 700 E","SALT LAKE CITY","UT","84106","","PL0000911514","On-Net","Duplicate",""
"","3350 E. WESTCO PL.","TUCSON","AZ","85756","","PL0003541647","Off-Net","Duplicate",""
"","3380 CAPITAL CIRCLE SOUTHWEST","TALLAHASSEE","FL","32310","","PL0003540011","On-Net","Duplicate",""
"","3400 BUTTERFLY DRIVE NORTHWEST","BEMIDJI","MN","56601","","PL0001083494","On-Net","Duplicate",""
"","3410 SOUTH 51ST AVENUE","PHOENIX","AZ","85043","","PL0001084233","On-Net","Duplicate",""
"","3433 WEST 2400 S","WEST VALLEY","UT","84119","","PL0001082807","On-Net","Duplicate",""
"","3450 S 59TH AVE","PHOENIX","AZ","85043","","PL0025018984","On-Net","Duplicate",""
"","349 AMERICAN AVENUE","JEROME","ID","83338","","PL0037558048","On-Net","Duplicate",""
"","3502 SOUTH 11TH STREET","COUNCIL BLUFFS","IA","51501","","PL0001083736","On-Net","Duplicate",""
"","3514 GALT COURT","RAPID CITY","SD","57701","","PL0001084110","On-Net","Duplicate",""
"","3535 HAZELTON RD","EDINA","MN","55435","","PL0001845585","On-Net","Duplicate",""
"","3600 FIRE STATION SPUR","MEDFORD","OR","97504","","PL0000189228","On-Net","Duplicate",""
"","3601 EVANS AVENUE","CHEYENNE","WY","82001","","PL0000980295","On-Net","Duplicate",""
"","3632 FACTORIA BLVD SE","BELLEVUE","WA","98006","","PL0012135968","On-Net","Duplicate",""
"","364 CIRCLE DRIVE","CASPER","WY","82601","","PL0001082816","On-Net","Duplicate",""
"","3702 C ST NE","AUBURN","WA","98002","","PL0001576874","On-Net","Duplicate",""
"","3720 SPIRIT DRIVE SE","ALBUQUERQUE","NM","87106","","PL0001082728","On-Net","Duplicate",""
"","3751 MIDWAY ROAD","HERMANTOWN","MN","55810","","PL0001083590","On-Net","Duplicate",""
"","3765 S GILBERT RD","GILBERT","AZ","85297","","PL0001314133","On-Net","Duplicate",""
"","3800 WEICKER DRIVE","FORT COLLINS","CO","80524","","PL0000401085","On-Net","Duplicate",""
"","3834 WEST 1580 NORTH","SALT LAKE CITY","UT","84116","","PL0003541675","On-Net","Duplicate",""
"","3847 31ST STREET NORTH","FARGO","ND","58102","","PL0002023543","On-Net","Duplicate",""
"","3850 WEST CHERRY CREEK ROAD","CAMP VERDE","AZ","86322","","PL0001090866","On-Net","Duplicate",""
"","3885 MERCANTILE AVENUE","NAPLES","FL","34104","","PL0001082790","On-Net","Duplicate",""
"","3935 AUMSVILLE HIGHWAY SE","SALEM","OR","97317","","PL0003541468","On-Net","Duplicate",""
"","40 BELLEVUE WAY NE","BELLEVUE","WA","98004","","PL0001543266","On-Net","Duplicate",""
"","4005 N MOORE ST","SPOKANE VALLEY","WA","99216","","PL0001084518","On-Net","Duplicate",""
"","4062 INDUSTRY DRIVE","SIERRA VISTA","AZ","85635","","PL0001082827","On-Net","Duplicate",""
"","412 BASTILLE","PAGOSA SPRINGS","CO","81147","","PL0001083224","On-Net","Duplicate",""
"","4165 YELLOWSTONE AVE","CHUBBUCK","ID","83202","","PL0009268170","On-Net","Duplicate",""
"","419 E. BRASHER ROAD","ROSWELL","NM","88203","","PL0003541633","On-Net","Duplicate",""
"","420 BURRELL AVENUE","LEWISTON","ID","83501","","PL0001083204","On-Net","Duplicate",""
"","4220 EAST BROADWAY AVENUE","SPOKANE","WA","99202","","PL0003541423","On-Net","Duplicate",""
"","427 GATEWAY","ASTORIA","OR","97103","","PL0003541476","On-Net","Duplicate",""
"","4344 NORTH PORT CENTER WAY","PORTLAND","OR","97217","","PL0003541471","On-Net","Duplicate",""
"","4373 MITCHELL WAY","BELLINGHAM","WA","98226","","PL0001082768","On-Net","Duplicate",""
"","440 CROSSROADS DR SW","ROCHESTER","MN","55902","","PL0001200519","On-Net","Duplicate",""
"","4400 INDUSTRY DRIVE","SIERRA VISTA","AZ","85635","","PL0003724863","On-Net","Duplicate",""
"","4465 CHUDY WAY","MISSOULA","MT","59808","","PL0013591003","On-Net","Duplicate",""
"","4475 NORTH 43RD AVENUE","PHOENIX","AZ","85031","","PL0001083195","On-Net","Duplicate",""
"","4493 EAST HIGHWAY 12","WILLMAR","MN","56201","","PL0001084062","On-Net","Duplicate",""
"","45-480 KANEOHE BAY DR","KANEOHE","HI","96744","","PL0000012395","On-Net","Duplicate",""
"","4575 LAREDO AVENUE","FORT MYERS","FL","33905","","PL0001083425","On-Net","Duplicate",""
"","4621 TRAIL BOSS DR","CASTLE ROCK","CO","80104","","PL0003541741","On-Net","Duplicate",""
"","4651 W 121ST AVE","BROOMFIELD","CO","80020","","PL0001578730","On-Net","Duplicate",""
"","4655 TABLE ROCK ROAD","CENTRAL POINT","OR","97502","","PL0002466784","On-Net","Duplicate",""
"","4700 HART ROAD","SANTA FE","NM","87507","","PL0001084297","On-Net","Duplicate",""
"","4730 ELMORE AVE","DAVENPORT","IA","52807","","PL0011760936","On-Net","Duplicate",""
"","4901 SOUTH ZUNI STREET","LITTLETON","CO","80120","","PL0001090902","On-Net","Duplicate",""
"","4929 HARBOR DRIVE","SIOUX CITY","IA","51111","","PL0001083456","On-Net","Duplicate",""
"","4940 E RAY RD","PHOENIX","AZ","85044","","PL0000149507","On-Net","Duplicate",""
"","5001 CURLEW COURT","MISSOULA","MT","59808","","PL0001084137","On-Net","Duplicate",""
"","5001 N TEN MILE RD","MERIDIAN","ID","83646","","PL0010008840","On-Net","Duplicate",""
"","5051 W FOUNDATION COURT","SIOUX FALLS","SD","57107","","PL0036196310","On-Net","Duplicate",""
"","51 EASY STREET","PORT ANGELES","WA","98362","","PL0003541436","On-Net","Duplicate",""
"","5135 CAROLINA BEACH ROAD","WILMINGTON","NC","28412","","PL0001568552","On-Net","Duplicate",""
"","5159 NE CORNFOOT RD","PORTLAND","OR","97218","","PL0003538587","On-Net","Duplicate",""
"","5178 RANDOLPH ROAD NE","MOSES LAKE","WA","98837","","PL0001084514","On-Net","Duplicate",""
"","526 EAST 1750 NORTH","VINEYARD","UT","84057","","PL0001084466","On-Net","Duplicate",""
"","5265 N SLOAN LANE","LAS VEGAS","NV","89115","","PL0025154964","On-Net","Duplicate",""
"","5330 CEDAR LAKE RD S","ST LOUIS PARK","MN","55416","","PL0000995677","On-Net","Duplicate",""
"","5345 NORTH DODGE AVENUE","FLAGSTAFF","AZ","86004","","PL0003541643","On-Net","Duplicate",""
"","5411 AL HAYNES DRIVE","SIOUX CITY","IA","51111","","PL0001083995","On-Net","Duplicate",""
"","5515 N. INDUSTRIAL WAY","PASCO","WA","99301","","PL0000907426","On-Net","Duplicate",""
"","5616 S REDWOOD RD","SALT LAKE CITY","UT","84123","","PL0003541672","On-Net","Duplicate",""
"","5634 IMPERIAL WAY SW","BREMERTON","WA","98312","","PL0001090939","On-Net","Duplicate",""
"","5657 E FRANKLIN RD","NAMPA","ID","83687","","PL0003541691","On-Net","Duplicate",""
"","5700 100TH STREET SW","LAKEWOOD","WA","98499","","PL0000468529","On-Net","Duplicate",""
"","5700 S PULLIAM DR","FLAGSTAFF","AZ","86005","","PL0001090946","On-Net","Duplicate",""
"","58 SNELLING AVE S","SAINT PAUL","MN","55105","","PL0003542022","On-Net","Duplicate",""
"","5890 NORTHEAST 22ND STREET","DES MOINES","IA","50313","","PL0001083606","On-Net","Duplicate",""
"","5901 S 226TH ST","KENT","WA","98032","","PL0003541454","On-Net","Duplicate",""
"","5935 SURREY STREET","LAS VEGAS","NV","89119","","PL0003538610","On-Net","Duplicate",""
"","5961 NORWICH AVE N","OAK PARK HEIGHTS","MN","55082","","PL0003542021","On-Net","Duplicate",""
"","5963 CORSON AVE S","SEATTLE","WA","98108","","PL0000788501","On-Net","Duplicate",""
"","599 NORTHTOWN DR NE","BLAINE","MN","55434","","PL0001045473","On-Net","Duplicate",""
"","60 FRONTAGE RD","GRANGEVILLE","ID","83530","","PL0000531557","On-Net","Duplicate",""
"","600 MITCHELSON STREET","ROCK SPRINGS","WY","82901","","PL0026873858","On-Net","Duplicate",""
"","602 SKYLINE","LARAMIE","WY","82070","","PL0001082876","On-Net","Duplicate",""
"","603 WEST 1550 SOUTH","SALINA","UT","84654","","PL0024953284","On-Net","Duplicate",""
"","6090 WEST CRAIG RD","LAS VEGAS","NV","89130","","PL0003541631","On-Net","Duplicate",""
"","6250 S 228TH ST","KENT","WA","98032","","PL0002699113","On-Net","Duplicate",""
"","6280 ALTAMONT DRIVE","KLAMATH FALLS","OR","97603","","PL0003541461","On-Net","Duplicate",""
"","635 OCOEE BUSINESS PARKWAY","OCOEE","FL","34761","","PL0033051213","On-Net","Duplicate",""
"","6401 18TH AVENUE NORTH","GREAT FALLS","MT","59405","","PL0013829820","On-Net","Duplicate",""
"","6435 CECILIA CIR","EDINA","MN","55439","","PL0003542008","On-Net","Duplicate",""
"","6601 RAND WAY","KLAMATH FALLS","OR","97603","","PL0001083159","On-Net","Duplicate",""
"","6610 SOUTH ELITE DRIVE","BOISE","ID","83716","","PL0025558638","On-Net","Duplicate",""
"","6633 SOUTH 216TH STREET","KENT","WA","98032","","PL0001083306","On-Net","Duplicate",""
"","701 33RD STREET","CODY","WY","82414","","PL0008288130","On-Net","Duplicate",""
"","710 EAST MONROE AVENUE","RIVERTON","WY","82501","","PL0001083361","On-Net","Duplicate",""
"","7101 EAST 128TH AVENUE","THORNTON","CO","80602","","PL0001578734","On-Net","Duplicate",""
"","7107 COMMERCIAL AVE","BILLINGS","MT","59101","","PL0003541995","On-Net","Duplicate",""
"","711 43RD ST SE","WATERTOWN","SD","57201","","PL0003542000","On-Net","Duplicate",""
"","7121 SOUTH 5TH AVENUE","POCATELLO","ID","83204","","PL0001084434","On-Net","Duplicate",""
"","724 NORTH INDUSTRIAL DRIVE #4B","CAMP VERDE","AZ","86322","","PL0035744930","On-Net","Duplicate",""
